ID,Type,SKU,Parent,Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global
,variation,sh30-series-009,sh30-series,0,Type,SH 3008-20 2/1,1,0,Capaciteit (kg),1.600,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,2/1,1,0
,variation,sh30-series-010,sh30-series,0,Type,SH 3008-32 2/1,1,0,Capaciteit (kg),1.600,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,2/1,1,0
,variation,sh30-series-011,sh30-series,0,Type,SH 3005-25 4/1,1,0,Capaciteit (kg),2.000,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh30-series-012,sh30-series,0,Type,SH 3005-40 4/1,1,0,Capaciteit (kg),2.000,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh30-series-013,sh30-series,0,Type,SH 3006-25 4/1,1,0,Capaciteit (kg),2.500,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh30-series-014,sh30-series,0,Type,SH 3006-40 4/1,1,0,Capaciteit (kg),2.500,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh30-series-015,sh30-series,0,Type,SH 3008-20 4/1,1,0,Capaciteit (kg),3.200,1,0,Snelheid (m/min),"0,8/5",1,0,Parten,4/1,1,0
,variation,sh30-series-016,sh30-series,0,Type,SH 3008-32 4/1,1,0,Capaciteit (kg),3.200,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,4/1,1,0
,variation,sh30-series-017,sh30-series,0,Type,SH 3005-25 2/2-1 *2,1,0,Capaciteit (kg),500,1,0,Snelheid (m/min),"4,1/25",1,0,Parten,2/2-1,1,0
,variation,sh30-series-018,sh30-series,0,Type,SH 3006-25 2/2-1 *2,1,0,Capaciteit (kg),630,1,0,Snelheid (m/min),"4,1/25",1,0,Parten,2/2-1,1,0
,variation,sh30-series-019,sh30-series,0,Type,SH 3008-20 2/2-1 *2,1,0,Capaciteit (kg),800,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1,1,0
,variation,sh30-series-020,sh30-series,0,Type,SH 3005-25 4/2-1,1,0,Capaciteit (kg),1.000,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh30-series-021,sh30-series,0,Type,SH 3005-40 4/2-1,1,0,Capaciteit (kg),1.000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-1,1,0
,variation,sh30-series-022,sh30-series,0,Type,SH 4010-20 2/2-1 *2,1,0,Capaciteit (kg),1.000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1,1,0
,variation,sh30-series-023,sh30-series,0,Type,SH 3006-25 4/2-1,1,0,Capaciteit (kg),1.250,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh30-series-024,sh30-series,0,Type,SH 3006-40 4/2-1,1,0,Capaciteit (kg),1.250,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-1,1,0
,variation,sh30-series-025,sh30-series,0,Type,SH 3008-20 4/2-1,1,0,Capaciteit (kg),1.600,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/2-1,1,0
,variation,sh30-series-026,sh30-series,0,Type,SH 3008-32 4/2-1,1,0,Capaciteit (kg),1.600,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,4/2-1,1,0
,variation,sh30-series-027,sh30-series,0,Type,SH 3005-25 2/2-2,1,0,Capaciteit (kg),2x 250,1,0,Snelheid (m/min),"4,1/25",1,0,Parten,2/2-2,1,0
,variation,sh30-series-028,sh30-series,0,Type,SH 3006-25 2/2-2,1,0,Capaciteit (kg),2x 320,1,0,Snelheid (m/min),"4,1/25",1,0,Parten,2/2-2,1,0
,variation,sh30-series-029,sh30-series,0,Type,SH 3008-20 2/2-2,1,0,Capaciteit (kg),2x400,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-2,1,0
,variation,sh30-series-030,sh30-series,0,Type,SH 3005-25 4/2-2,1,0,Capaciteit (kg),2x 500,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-2,1,0
,variation,sh30-series-031,sh30-series,0,Type,SH 3005-40 4/2-2,1,0,Capaciteit (kg),2x 500,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-2,1,0
,variation,sh30-series-032,sh30-series,0,Type,SH 3006-25 4/2-2,1,0,Capaciteit (kg),2x 630,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-2,1,0
,variation,sh30-series-033,sh30-series,0,Type,SH 3008-20 4/2-2,1,0,Capaciteit (kg),2x 800,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/2-2,1,0
,variation,sh30-series-034,sh30-series,0,Type,SH 3008-32 4/2-2,1,0,Capaciteit (kg),2x 800,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,4/2-2,1,0
,variation,sh40-series-001,sh40-series,0,Type,SH 4008-20 1/1 *2,1,0,Capaciteit (kg),800,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,1/1 *2,1,0
,variation,sh40-series-002,sh40-series,0,Type,SH 4010-20 1/1 *2,1,0,Capaciteit (kg),1000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,1/1 *2,1,0
,variation,sh40-series-003,sh40-series,0,Type,SH 4012-20 1/1 *2,1,0,Capaciteit (kg),1250,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,1/1 *2,1,0
,variation,sh40-series-004,sh40-series,0,Type,SH 4008-25 2/1,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,2/1,1,0
,variation,sh40-series-005,sh40-series,0,Type,SH 4008-40 2/1 *3,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/1 *3,1,0
,variation,sh40-series-006,sh40-series,0,Type,"SH 4016-16 1/1 *2,3",1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,"1/1 *2,3",1,0
,variation,sh40-series-007,sh40-series,0,Type,SH 4010-25 2/1,1,0,Capaciteit (kg),2000,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,"2/12,5",1,0
,variation,sh40-series-008,sh40-series,0,Type,SH 4010-40 2/1 *3,1,0,Capaciteit (kg),2000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/1 *3,1,0
,variation,sh40-series-009,sh40-series,0,Type,SH 4012-20 2/1,1,0,Capaciteit (kg),2.500,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,2/1,1,0
,variation,sh40-series-010,sh40-series,0,Type,SH 4012-32 2/1 *3,1,0,Capaciteit (kg),2.500,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,2/1 *3,1,0
,variation,sh40-series-011,sh40-series,0,Type,SH 4008-25 4/1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh40-series-012,sh40-series,0,Type,SH 4008-40 4/1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh40-series-013,sh40-series,0,Type,SH 4016-16 2/1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,2/1,1,0
,variation,sh40-series-014,sh40-series,0,Type,SH 4016-25 2/1 *3,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,2/1 *3,1,0
,variation,sh40-series-015,sh40-series,0,Type,SH 4010-25 4/1,1,0,Capaciteit (kg),4000,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh40-series-016,sh40-series,0,Type,SH 4010-40 4/1,1,0,Capaciteit (kg),4000,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh40-series-017,sh40-series,0,Type,SH 4012-20 4/1,1,0,Capaciteit (kg),5000,1,0,Snelheid (m/min),"0,8/5",1,0,Parten,4/1,1,0
,variation,sh40-series-018,sh40-series,0,Type,SH 4012-32 4/1,1,0,Capaciteit (kg),5000,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,4/1,1,0
,variation,sh40-series-019,sh40-series,0,Type,SH 4016-16 4/1,1,0,Capaciteit (kg),6300,1,0,Snelheid (m/min),"0,6/4",1,0,Parten,4/1,1,0
,variation,sh40-series-020,sh40-series,0,Type,SH 4016-25 4/1,1,0,Capaciteit (kg),6300,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh40-series-021,sh40-series,0,Type,SH 4008-20 2/2-1 *2,1,0,Capaciteit (kg),800,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh40-series-022,sh40-series,0,Type,SH 4010-20 2/2-1 *2,1,0,Capaciteit (kg),1000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh40-series-023,sh40-series,0,Type,SH 4012-20 2/2-1 *2,1,0,Capaciteit (kg),1250,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh40-series-024,sh40-series,0,Type,SH 4008-25 4/2-1,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh40-series-025,sh40-series,0,Type,SH 4008-40 4/2-1,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-1,1,0
,variation,sh40-series-026,sh40-series,0,Type,SH 4016-16 2/2-1 *2,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,2/2-1 *2,1,0
,variation,sh40-series-027,sh40-series,0,Type,SH 4010-25 4/2-1,1,0,Capaciteit (kg),2000,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh40-series-028,sh40-series,0,Type,SH 4010-40 4/2-1,1,0,Capaciteit (kg),2000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-1,1,0
,variation,sh40-series-029,sh40-series,0,Type,SH 4012-20 4/2-1,1,0,Capaciteit (kg),2500,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/2-1,1,0
,variation,sh40-series-030,sh40-series,0,Type,SH 4012-32 4/2-1,1,0,Capaciteit (kg),2500,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,4/2-1,1,0
,variation,sh40-series-031,sh40-series,0,Type,SH 4016-16 4/2-1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,4/2-1,1,0
,variation,sh40-series-032,sh40-series,0,Type,SH 4016-25 4/2-1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh40-series-033,sh40-series,0,Type,SH 4008-20 2/2-2,1,0,Capaciteit (kg),2x 400,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-2,1,0
,variation,sh40-series-034,sh40-series,0,Type,SH 4010-20 2/2-2,1,0,Capaciteit (kg),2x 500,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-2,1,0
,variation,sh40-series-035,sh40-series,0,Type,SH 4012-20 2/2-2,1,0,Capaciteit (kg),2x 630,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-2,1,0
,variation,sh40-series-036,sh40-series,0,Type,SH 4008-25 4/2-2,1,0,Capaciteit (kg),2x 800,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-2,1,0
,variation,sh40-series-037,sh40-series,0,Type,SH 4008-40 4/2-2,1,0,Capaciteit (kg),2x 800,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-2,1,0
,variation,sh40-series-038,sh40-series,0,Type,SH 4016-16 2/2-2,1,0,Capaciteit (kg),2x 800,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,2/2-2,1,0
,variation,sh40-series-039,sh40-series,0,Type,SH 4010-25 4/2-2,1,0,Capaciteit (kg),2x 1000,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-2,1,0
,variation,sh40-series-040,sh40-series,0,Type,SH 4010-40 4/2-2,1,0,Capaciteit (kg),2x 1000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-2,1,0
,variation,sh40-series-041,sh40-series,0,Type,SH 4012-20 4/2-2,1,0,Capaciteit (kg),2x 1250,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/2-2,1,0
,variation,sh40-series-042,sh40-series,0,Type,SH 4012-32 4/2-2,1,0,Capaciteit (kg),2x 1250,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,4/2-2,1,0
,variation,sh40-series-043,sh40-series,0,Type,SH 4016-16 4/2-2,1,0,Capaciteit (kg),2x 1600,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,4/2-2,1,0
,variation,sh40-series-044,sh40-series,0,Type,SH 4016-25 4/2-2,1,0,Capaciteit (kg),2x 1600,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-2,1,0
,variation,sh50-series-001,sh50-series,0,Type,"SH 5016-20 1/1 *2,3",1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,"1/1 *2,3",1,0
,variation,sh50-series-002,sh50-series,0,Type,"SH 5020-20 1/1 *2,3",1,0,Capaciteit (kg),2.000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,"1/1 *2,3",1,0
,variation,sh50-series-003,sh50-series,0,Type,"SH 5025-20 1/1 *2,3",1,0,Capaciteit (kg),2.500,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,"1/1 *2,3",1,0
,variation,sh50-series-004,sh50-series,0,Type,SH 5016-25 2/1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,2/1,1,0
,variation,sh50-series-005,sh50-series,0,Type,SH 5016-40 2/1 *3,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/1 *3,1,0
,variation,sh50-series-006,sh50-series,0,Type,"SH 5032-16 1/1 *2,3",1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,"1/1 *2,3",1,0
,variation,sh50-series-007,sh50-series,0,Type,SH 5020-25 2/1,1,0,Capaciteit (kg),4000,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,2/1,1,0
,variation,sh50-series-008,sh50-series,0,Type,SH 5020-40 2/1 *3,1,0,Capaciteit (kg),4000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/1 *3,1,0
,variation,sh50-series-009,sh50-series,0,Type,SH 5025-20 2/1,1,0,Capaciteit (kg),5000,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,2/1,1,0
,variation,sh50-series-010,sh50-series,0,Type,SH 5025-32 2/1 *3,1,0,Capaciteit (kg),5000,1,0,Snelheid (m/min),"2,6/16",1,0,Parten,2/1 *3,1,0
,variation,sh50-series-011,sh50-series,0,Type,SH 5016-25 4/1,1,0,Capaciteit (kg),6300,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh50-series-012,sh50-series,0,Type,SH 5016-40 4/1,1,0,Capaciteit (kg),6300,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh50-series-013,sh50-series,0,Type,SH 5032-25 2/1,1,0,Capaciteit (kg),6300,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,2/1,1,0
,variation,sh50-series-014,sh50-series,0,Type,SH 5020-25 4/1,1,0,Capaciteit (kg),8000,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh50-series-015,sh50-series,0,Type,SH 5020-40 4/1,1,0,Capaciteit (kg),8000,1,0,Snelheid (m/min),"1,6/10",1,0,Parten,4/1,1,0
,variation,sh50-series-016,sh50-series,0,Type,SH 5025-20 4/1,1,0,Capaciteit (kg),10000,1,0,Snelheid (m/min),"0,8/5",1,0,Parten,4/1,1,0
,variation,sh50-series-017,sh50-series,0,Type,SH 5025-32 4/1,1,0,Capaciteit (kg),10000,1,0,Snelheid (m/min),"1,3/8",1,0,Parten,4/1,1,0
,variation,sh50-series-018,sh50-series,0,Type,SH 5032-25 4/1,1,0,Capaciteit (kg),12500,1,0,Snelheid (m/min),"1/6,3",1,0,Parten,4/1,1,0
,variation,sh50-series-019,sh50-series,0,Type,SH 5016-20 2/2-1 *2,1,0,Capaciteit (kg),1600,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh50-series-020,sh50-series,0,Type,SH 5020-20 2/2-1 *2,1,0,Capaciteit (kg),2000,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh50-series-021,sh50-series,0,Type,SH 5025-20 2/2-1 *2,1,0,Capaciteit (kg),2500,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,2/2-1 *2,1,0
,variation,sh50-series-022,sh50-series,0,Type,SH 5016-25 4/2-1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"2/12,5",1,0,Parten,4/2-1,1,0
,variation,sh50-series-023,sh50-series,0,Type,SH 5016-40 4/2-1,1,0,Capaciteit (kg),3200,1,0,Snelheid (m/min),"3,3/20",1,0,Parten,4/2-2,1,0
